RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,139c939b0691316cbc07c38e6964a2db
RELEVANT,"FINANCE,FOREIGNPOLICY","PRO,PRO",PRO,The statement supports investing in drones because they are more suited to fighting battles in the modern era.,7188214d2d827cb5c9d56f90afd91e06
IRRELEVANT,,,,The statement refers to the domestic use of drones.,d95358206551b79c83389156c7bc4a44
IRRELEVANT,,,,The statement refers to the domestic use of drones.,b4316957fef6face6f1bcce27e19fd98
IRRELEVANT,,,,The statement refers to the domestic use of drones.,a4e02b9b27944984dd0f7729f2f8e800
IRRELEVANT,,,,The statement refers to political rhetoric. ,129bf210f1768f971c88c872f8e37aa9
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,70319929f6e0104cf242a31315f74466
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,24fb12fe84d18f866912f326f5edd372
RELEVANT,REFERENCE,ANTI,ANTI,"The statement defines drone strikes as predatory interventionism, and urges the US to stop them.",0e256d9485fac18a86cd1f9a2f682af2
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement cites an op-ed by a former president.,fc06de1d4c599218adc562352fc67bb3
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",ANTI,The statement explains that drone strikes not only violate human rights but also turn aggrieved civilians toward terrorist organizations.,d72f53b02fb7bb10fdc8bac6355d0197
IRRELEVANT,,,,The statement discusses the domestic use of drones.,8c47af618615caa687a3bdf0aade842a
IRRELEVANT,,,,The statement discusses the domestic use of drones.,faffbdd9c950b059978514949a073526
IRRELEVANT,,,,The statement discusses the domestic use of drones.,45eeebf6c438122651b0afee443d242b
IRRELEVANT,,,,The statement discusses the domestic use of drones.,51baf96310eee848a1faec1d664431aa
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement is critical of the contradictory attitude of the White House regarding the disclosure of information on drone attacks.,3767e959ad9d23277e1d969c6c8bfcc5
IRRELEVANT,,,,The statement refers to the domestic use of drones. ,3d1a2685c2e67d105e59c5a5984d95c7
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions that the speaker has an issue with drones.,aef86b711accd0744814e588efa7fa2c
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement opposes a military strategy in question because it puts a U.S. mission at risk.,e4364929ae41ddb84da67944293d8675
RELEVANT,"TECHNOLOGY,FOREIGNPOLICY","PRO,PRO",PRO,The statement praises the effectiveness of drones in fighting the war on terrorism.,ab7b150997936efcb4f0c0db9443ef5e
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement criticizes the administration for rejecting congressional oversight on drone attacks.,a923c133d520e106a95aba9ffc60aad2
RELEVANT,DISCLOSURE,NEUTRAL,NEUTRAL,The statement explains how it has become tricky to declare a war in the modern era.,0f06be1e106282763c0b0f7dd5f099e7
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains U.S. missions in Libya.,b7e082526dd74c52d668dacfb93e80e0
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing Obama's decision to withdraw from Afghanistan.,e2902b354d44affcd8bac63d84bae9cd
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in criticizing the executive branch's argument on drone strikes.,f56f365dee77ad84e319cc2b1b125f69
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in quoting an article from a newspaper.,ce089d08889424cce68b54b2a89fb03d
RELEVANT,DISCLOSURE,PRO,ANTI,The statement criticizes the White House for failing to provide clear answers to some of crticial questions.,89d85b08f18a93f0059b055d7822e8b2
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement criticizes the White House for failing to provide clear answers to some of crticial questions.,cad022414f790f29b279f926df87f3c1
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that drone strikes to deter Qadhafi should be authorized.,6282e62114def432a10ff1a3ae9e15ce
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,c91f09415ac1e44dc3215664b5190e47
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike in discussing its legal justification.,7b10960f6c09818aedc26df9e4d3d213
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to Americans killed by overseas drone strikes.,400eeb4c9f5d3f4e07aabb34325db629
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing an appointment of a lawyer. ,19dcd034e30ea31d8361324f64a96331
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement is critical of the Second Circuit not disclosing full information on a drone strike.,d44f6475c006981261ae9b6cc4bd3acb
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement is critical of the Second Circuit not disclosing full information on a drone strike.,46bbaf62b02a23059224338ec8d55767
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement is critical of the fact that the Senate does not have full access to information pertinent to drone strikes/programs.,2a9ac20303f545740da136f6d750c295
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement emphasizes the significance of transparency regarding information relevant to drone strikes.,a4e31684b6a2a5f96155171d76a93d76
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement emphasizes the significance of transparency regarding information relevant to drone strikes.,669838a4a16af68726586a31b91924ae
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement emphasizes the significance of transparency regarding information relevant to drone strikes.,5716afbd250cc593b8b9fe5cef044a08
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement emphasizes the significance of transparency regarding information relevant to drone strikes.,9316c9ef418be439daba31f976d2973e
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement calls for the White House to disclose full information on a drone strike.,5b0fbbb2288a221c867f2e25c69fcc26
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement calls for the White House to disclose full information on a drone strike.,c2afe8a0a6f3319a8ab304bba2872521
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement calls for the White House to disclose full information on a drone strike.,ffa6cef192f698ceb726aaaf1af61b64
RELEVANT,DISCLOSURE,PRO,NEUTRAL,The statement calls for the White House to disclose full information on a drone strike.,67283068cbd0bf70caf10da6684f5aeb
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,f3df1c0d68b72975d382fef1593b655d
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to a drone strike that killed the leader of the Taliban.,5a86ac16ace929845f0d269f10d23c56
IRRELEVANT,,,,The statement is a tribute to a general.,043f0c446093ffb85d8100150e0904d8
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces a briefing that explained why the United States sent troops instead of drones to Afghanistan.,bbe8631e78c9d1bf27733f1f4e74a6bf
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,NEUTRAL",NEUTRAL,"The statement argues that drone strikes, which kill civilians, constitute hostilities and hence the Congress has responsibility to them.",f6584d9b39141bb19ac107ec2bc84789
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to drone strikes in Pakistan.,95e375bae140f5b976cecb9e4e318482
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,"The statement is critical of defining drone strikes for regime change as something less than hostilities. However, it is not a direct criticism of drones per se.",cdb1c47a0146a965d481bb539752e5fd
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,8876a59045497ea2ebcaaeaf8ebffee4
RELEVANT,REFERENCE,NEUTRAL,PRO,The statement says the PREDATOR can hit targets before they do U.S. fighters.,0ecb0c9f63ea9f287d32dc3e00758df1
RELEVANT,DOMESTIC-LEGALITY,PRO,PRO,"The statement says that it supports drone strikes in Yemen, but cautions the executive branch to define them as a hostile act.",664eb0ccf251717e309ea6db4503fcea
IRRELEVANT,,,,The statement is a tribute.,d03d0929da8630754e0c0dfdabb5533d
IRRELEVANT,,,,The statement refers to the domestic use of drones.,4ad67b1a0bc81884af202fa629522ea1
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,"The statement mentions the specific amount of budget for drones. However, I classify sentiments as NEUTRAL instead of PRO since it is not clear whether the speaker simply confirms the fact that $14 million was spent or suggests funding for drones.",b976906b57037de2cd6c5985e7265059
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,edc16a42f44f0f43e374fbf197019efa
IRRELEVANT,,,,The statement is a tribute to a U.S. soldier.,fe4890c6bd5ac66f36ab2d5ff386ba47
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement mentions that drones are valuable assets in the battlefield.,7cc7df86d7444d32b1751e687d1494f1
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,5df71aa70204979be3200807bca73cdf
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,"The statement mentions the cost over 10 years for the war on terror, including drone strikes.",f7e7e7b91d5d043906b38301bbee314a
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,"The statement mentions the cost over 10 years for the war on terror, including drone strikes.",de6905b71f0bee643c17754e2ac989b7
RELEVANT,FINANCE,ANTI,ANTI,"The statement suggests to stop operations in the Middle East, including drone strikes, as it will save a significant amount of money.",211ddcabac57048a41e265d87dfe88bb
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,716d18414a44d71471217d79cd6990db
IRRELEVANT,,,,The statement refers to an accident caused by a commercial drone.,689d982b55c11b2fe7ba9136ca11846d
IRRELEVANT,,,,The statement discusses potential accidents that can be caused by commercial drones.,6ad0d98d26b8b4af1a4c1a45b7ceb2d3
IRRELEVANT,,,,The statement discusses potential accidents that can be caused by commercial drones.,312966839a886ad09cd86840ee51713c
IRRELEVANT,,,,The statement relates to the domestic use of drones.,b971d46ac7ba7c9bf8e073ca01578a9b
IRRELEVANT,,,,The statement relates to the domestic use of drones.,eba5062b8bc62f6984d36f6585847789
IRRELEVANT,,,,The statement relates to the domestic use of drones.,b3ab48e19a3f01aa18f6ddf37928f8b7
IRRELEVANT,,,,The statement relates to the domestic use of drones.,c279c542b05c5aeb255380856d14430f
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains that a PREDATOR drone did not used to be lethal.,2eb0114d5788e9f46821a5016a38f6d1
RELEVANT,FOREIGNUSE,NEUTRAL,NEUTRAL,The statement refers to debates during the Iraq War that Saddam Hussein may possess drones.,5ff41492d46377ccce28f366e39b161c
RELEVANT,FOREIGNUSE,NEUTRAL,NEUTRAL,"The statement discusses intelligence reports on the potential use of drones by Iraq, which turned out to be false.",7fb46ed7d72a665926eddd8ba61edbdd
RELEVANT,"DOMESTIC-LEGALITY,FOREIGNPOLICY","PRO,PRO",PRO,"The statement argues that the Patriot Act provided law enforcement agencies with more tools to combat terrorism, including drones.",b58fe77f58212492b54b5df802db6808
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,"The statement urges intelligence agencies to analyze national security issues, including the use of drones, independently.",94a02712af0d1deb7bc86a5023a3f107
RELEVANT,FOREIGNUSE,ANTI,NEUTRAL,The statement refers to an intelligence report during the Iraq War that Saddam Hussein may possess drones that can pose a security challenge to the United States.,a38cb03766350c48f513e70e3c437bd5
RELEVANT,FOREIGNUSE,NEUTRAL,NEUTRAL,"The statement mentions that Iraqi drones were likely for reconnaissance, not offensive, purposes. ",8e03dd055f56d9bc38daaf453fa46237
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement mentions that drones kill innocent civilians.,28f4b4f8f5577fe33a0cdc889a605e1d
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement mentions that drones kill innocent civilians.,f538b922e3805f5708445c71acb66c96
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY","NEUTRAL,NEUTRAL",NEUTRAL,"The statement does not side with pro or anti regarding transparency and domestic-legality, but simply mentions that these issues were included in amendments.",c7f594dde329af4758761af41b8dc614
RELEVANT,INTERNATIONAL-LEGALITY,NEUTRAL,NEUTRAL,"The statement notes that the United States should be more prudent with drone strikes, especially when they are conducted outside the boundaries of international law enforcement.",75bc00d8a153d7fd37728fcc05b96767
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement notes that there are many drone-related issues that deserve further discusssion.,8fc16edd35d0eda132263ac7280637ef
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement notes that there are many drone-related issues that deserve further discusssion.,02f9946a2c32fe060e35bdcc9901e529
RELEVANT,"HUMANITARIAN,DISCLOSURE,DOMESTIC-LEGALITY","ANTI,PRO,NEUTRAL",NEUTRAL,"The statement explains how an amendment the speaker proposed addresses issues concerning civilian casualties, transparency, and domestic-legality.",97895bec56b9232b9fb95bc673fce4c1
RELEVANT,HUMANITARIAN,NEUTRAL,NEUTRAL,The statement explains the significance of setting a humanitarian standard for the use of drones.,a4f30bea1f0ddc416db0dc7c77004a53
RELEVANT,FOREIGNPOLICY,NEUTRAL,NEUTRAL,The statement argues that drone attacks are tactics rather than a strategy.,393d6945ef9fb43223a5ccd2453bb08b
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,6676177ce4e8a31c0af6229bd968413f
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,149dcc06305b292fa36df672a2ab3089
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","PRO,PRO",PRO,The statement says that drones fight the war on terrorism effectively while minimizing civilian casualties.,0f257aba060af8d79ed80dd1e65501e4
RELEVANT,"FINANCE,TECHNOLOGY","PRO,PRO",PRO,The statement explains that funding for drone technology would contribute to the development of UAV capability in the military.,1989927f0fdb3eddcf66d2d15de0757d
RELEVANT,DISCLOSURE,ANTI,PRO,The statement is critical of releasing information that directly affects U.S. national security. ,d538492772d5ab142911b3c250600e28
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions the president's authority to choose who gets killed and who doesn't.,60050f50a6687096d3469009ae20833b
RELEVANT,DISCLOSURE,ANTI,PRO,The statement concerns publicly discussing classified information such as drone strikes.,f74209f084ba38199bacd55f3a94f9b6
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement discusses the scope of investigation regarding drone strikes in Yemen and Iran.,94711ffa8b78af18b5d7833b1e5cd97c
RELEVANT,DISCLOSURE,ANTI,NEUTRAL,"The statement frames disclosure of information as ""leaks.""",9ca0016c3fa7896695839fe9c5de73ae
RELEVANT,REFERENCE,ANTI,NEUTRAL,The statement conveys a rather critical attitude concerning the way the president identifies targets.,28ee094dd5140b125aa6742548372f71
RELEVANT,DISCLOSURE,ANTI,PRO,The statement argues that any leak of information undermines national security interests.,a90da2b7beb22fa509d51663619841b2
IRRELEVANT,,,,The statement relates to the domestic use of drones.,34a41236d069052adcd96b0aa191da7a
