relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,df7210c7aaf4d9cc2933a1c07c5edec5,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"The first aspect of the question is, What is the President thinking? Why would the President not respond to us? Why would the President not answer a pretty easy question and say that noncombatants in the United States will not be killed with drones?",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,1,1,0,11,CUMMINGS,,,8,0,-0.14,0b3c35fca32e9d5a0b9b9a2037056d5d,-0.439,Elijah,0,-1,29587,COAST GUARD ACQUISITION REFORM ACT OF 2009,,,,MARYLAN,6,,"When the Coast Guard signed the initial Deepwater contract, the service lacked standardized acquisition processes. It lacked a proven process to guide the generation of asset requirements, designs, and acquisition strategies, and it had only limited acquisition management capability among its staff. Without the capacity to hold its contractors accountable for their performance, the consortium hired by the Coast Guard to implement the lead systems integration function for the Deepwater program essentially took the Coast Guard for a ride that wasted hundreds of millions of taxpayer dollars. Thus, the Government Accountability Office has detailed that of the more than $6 billion that has been appropriated for Deepwater since fiscal year 2002, nearly $300 million has been spent on projects that were canceled or subsequently restructured, including $95 million wasted in the failed effort to lengthen 110-foot patrol boats to 123 feet, a contract failure that the full Committee on Transportation and Infrastructure examined during an 11-hour investigative hearing convened by Chairman Oberstar; $119 million wasted on the first effort to develop a vertical unmanned aerial vehicle; and $66 million wasted on the first designs for the Offshore Patrol Cutter and the Fast Response Cutter. Mr. Speaker, I say we can do better.",,1,0,0,0,,0,111,524,1,0,0,7/28/09,52,1,{},0,0,0,0.73904894893390172,,,1,0,972,0.73904894893390172
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,68d403f1ddea2cbf5745ea84e20e23bf,0.866,Rand,0,-1,41104,BRENNAN NOMINATION,,,,KENTUCK,2,,"But the whole idea, if you think someone is dumping anything in a stream--I am not opposed to having laws stopping that, get a warrant, search them or get a warrant and spy on them with a satellite or drone or whatever you want to do. But you have to have some kind of probable cause they are committing a crime. Because you can imagine that we would devolve into a society where every aspect of our life would just be open to the government to watch what we are doing.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,1,1,INOUYE,,,26,0,0.062,80111e46f007480d59345a1a828822f4,-0.319,Daniel,0,,4812,FDA FOOD SAFETY MODERNIZATION ACT--Continued,1,1,,HAWAII,6,,"As chairman of the Defense Appropriations Subcommittee, I have witnessed the benefits of earmarks firsthand over many years. I have previously discussed the benefits to our troops and our Nation of the Predator drone--the pilotless drone that is able to pick up enemy sites without endangering our troops. I have pointed to the new bandages that quickly stop bleeding in serious wounds that have saved countless lives of our soldiers fighting in Iraq and Afghanistan. Mr. President, these are earmarks.",,1,0,0,0,,1,111,35,1,0,0,11/29/10,82,1,"{u'HUMANITARIAN': 1, u'FOREIGNPOLICY': 1}",0,0,0,-0.12347950732131524,,1,,1,612,0.12347950732131524
1,0,,0,,0,1,0,254,DAYTON,,,2,0,0.209,496def7e58d32823bcdb7a677e869d81,-0.421,Mark,0,,40101,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2004",,,,MINNESO,2,,"What were the facts that led President Bush to say before the Nation, in a televised speech last October 7, that Saddam Hussein could have a nuclear weapon in less than a year when we now know there was no such program in evidence there? Or that Iraq is exploring using unmanned aerial vehicles for missions, targeting the United States, when in fact it was known back then and certainly is known today that those missiles, which were not even used against our invading forces, thank God, had a range of only a few hundred miles and were no threat to the United States?",,1,0,0,0,,0,108,1268,0,0,0,7/15/03,33,1,{},0,0,0,0.60966968049561909,,,,0,508,0.60966968049561909
0,0,,1,,,,0,10,,,,,0,,490260da19449be85c83bb36c481289d,,,0,1,,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION AUTHORIZATION ACT OF 2008,,,,,,,"The Administrator, in cooperation with the Administrator of NOAA and in coordination with other agencies that have existing civil capabilities, shall continue to utilize the capabilities of unmanned aerial vehicles as appropriate in support of NASA and interagency cooperative missions. The Administrator may enter into cooperative agreements with universities with unmanned aerial vehicle programs and related assets to conduct collaborative research and development activities, including development of appropriate applications of small unmanned aerial vehicle technologies and systems in remote areas.",,,0,0,0,,0,110,,0,0,0,9/27/08,,,{},0,0,0,,,,0,0,,
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,dd44ac4d4aae42569af55af65b4bd2cb,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"It sort of leads to another point--that it is not the technology that we are opposed to. There are going to be all kinds of private uses for drones. There have to be some rules for where they are flown so they do not get in the way of airplanes. But I would think farmers and ranchers might want to use drones to, I don't know, count their cattle or their sheep. I do not know if you do that. But there are going to be private uses for these drones that will not be objectionable.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,bbca8e99ae9bc86759adc03898ee992b,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,"There's been a lot of hype around unmanned drones becoming a fixture over U.S. airspace, both for law enforcement use and for operations by businesses as varied as farmers and filmmakers.",,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,,,0,1,0,,KERRY,,-1,9,0,-0.382,8678ab603279b8c436e6d87926d21846,-0.352,John,0,,14920,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Continued",,,,MASSACH,2,,"It is clear that in the 4 years since the UNSCOM inspectors were forced out, Saddam Hussein has continued his quest for weapons of mass destruction. According to intelligence, Iraq has chemical and biological weapons as well as missiles with ranges in excess of the 150 kilometer restriction imposed by the United Nations in the ceasefire resolution. Although Iraq's chemical weapons capability was reduced during the UNSCOM inspections, Iraq has maintained its chemical weapons effort over the last 4 years. Evidence suggests that it has begun renewed production of chemical warfare agents, probably including mustard gas, sarin, cyclosarin, and VX. Intelligence reports show that Iraq has invested more heavily in its biological weapons programs over the 4 years, with the result that all key aspects of this program--R, production and weaponization--are active. Most elements of the program are larger and more advanced than they were before the gulf war. Iraq has some lethal and incapacitating agents and is capable of quickly producing and weaponizing a variety of such agents, including anthrax, for delivery on a range of vehicles such as bombs, missiles, aerial sprayers, and covert operatives which could bring them to the United States homeland. Since inspectors left, the Iraqi regime has energized its missile program, probably now consisting of a few dozen Scud-type missiles with ranges of 650 to 900 kilometers that could hit Israel, Saudi Arabia and other U.S. allies in the region. In addition, Iraq is developing unmanned aerial vehicles UAVs, capable of delivering chemical and biological warfare agents, which could threaten Iraq's neighbors as well as American forces in the Persian Gulf.",,1,0,0,0,,0,107,86,0,0,0,10/9/02,3,0,{u'FOREIGNUSE': -1},1,0,0,0.11371581814886925,,,,1,443,0.11371581814886925
0,0,,1,,1,1,0,14,LOUDERMILK,,,1,0,-0.058,65e8716dad302eab07e3c1d70a91f9fc,0.671,Barry,0,1,21515,HOMELAND SECURITY DRONE ASSESSMENT AND ANALYSIS ACT,,,,GEORGIA,1,,"If enacted, H.R. 1646 will enhance our Nation's security while, at the same time, clarifying the framework for Americans' legitimate interest in producing and using drones lawfully and safely.",,0,0,0,0,,0,114,560,0,0,0,6/23/15,44,2,{},0,0,0,1.4415393174767435,,,0,0,1095,1.4415393174767435
0,0,,1,,1,1,0,0,GOHMERT,,,5,0,-0.235,5b759dbf52557d364b3f82d1b86daeb8,0.597,Louie,0,-1,20527,NATIONAL SECURITY ISSUES,,,,TEXAS,5,,"A relatively unnoticed article by Associated Press reporter Kimberly Dozier 2 weeks ago outlined new Obama administration policy changes which consolidated power for authorizing drone attacks and assassinations under political appointees within the White House. The article identifies White House Counterterrorism Chief John Brennan as the official assuming the role of Obama's de facto assassination czar, raising concerns even within the Obama administration that the White House is increasingly turning into ``a pseudo-military headquarters'' under the direction of just a few senior Obama administration officials. Adding to these concerns are serious questions about Brennan's qualification for this role. Even before the 2008 election, eyebrows were raised over Brennan's role in the Obama campaign. An employee of The Analysis Corporation, of which Brennan was CEO, had improperly accessed passport information for Hillary Clinton, Obama's Democratic primary challenger at the time, and GOP nominee John McCain. At the time, Brennan was a top adviser to the Obama campaign, and Brennan's employee was not fired. One of the key witnesses in the case was found murdered in his car outside his church while the investigation was still ongoing. Brennan was involved in administration intrigue related to the release of convicted Libyan Pan Am Flight 103 bomber from a Scottish jail in August 2009. At the time of Megrahi's release, when he returned to Libya to a national hero's welcome, Brennan described the release as ``unfortunate, inappropriate, and wrong'' and called for his reimprisonment. However, Obama administration documents obtained by The Sunday Times revealed that the White House had secretly informed Scottish authorities that they found compassionate release more palatable than the reimprisonment of Megrahi in Libya. Brennan also came under fire after would-be underwear bomber Umar Farouk--and I won't try that last name--nearly brought down a U.S.-bound Northwest Airlines flight on Christmas Day 2009. British intelligence authorities had notified their U.S. counterparts of an ``Umar Farouk'' meeting with al Qaeda cleric Anwar al Awlaki in Yemen, and Umar Farouk's father had warned of his son's increasing extremism to CIA officials at the U.S. Embassy in Nigeria. However, Umar Farouk was never added to the U.S. no-fly list, nor was his U.S. visa revoked.",,0,0,0,0,,0,113,696,0,0,0,2/6/13,49,2,{},0,0,0,0.98021947443521762,,,1,1,937,0.98021947443521762
0,0,,1,,0,1,0,27,PAUL,,,2,0,-0.5,427150492aa63d41f809fa18187bdb7d,0.866,Rand,0,-1,41104,EXECUTIVE SESSION,,,,KENTUCK,2,,"Madam President, yesterday I spent a considerable amount of time on the floor talking about the idea of whether Americans are protected by the fifth amendment always--whether you can be targeted for drone strikes in America without your due process rights; whether you get your day in court if you are accused of a crime in America. I asked this question directly to the President, and I am pleased to say that we did get a response this morning. The response from the Attorney General reads:",,0,0,0,0,,0,113,1398,0,0,0,3/7/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,0,1,0,16,DURBIN,,,17,0,-0.39,5cff685f0b820ef294e2268a907a586c,-0.366,Richard,0,,15021,"CONSOLIDATED APPROPRIATIONS ACT, 2016",,1,,ILLINOI,9,,"Some of the highlights include: $1 billion for an additional DDG-51 destroyer, 12 additional F-18 aircraft, 11 additional F-35 Joint Strike Fighters, $300 million for the Navy's UCLASS drone, sufficient funding to keep the A-10 operating for another year, and $1 billion for the National Guard and Reserve Equipment Account.",1,1,0,0,0,,0,114,1843,1,0,0,12/18/15,21,0,{u'FINANCE': 1},0,0,1,0.21434413804531133,,,,0,411,0.21434413804531133
1,1,,0,,0,1,0,0,NELSON,-1,,14,0,0.314,d453e6d84137ce326c42cbb1c3b2fbfb,-0.189,Bill,0,,14651,SECTION 2152 OF THE FEDERAL AVIATION REAUTHORIZATION BILL,,-1,,FLORIDA,8,,"While I am disappointed that these amendments could not clear the full Senate, including one that preserves certain State and local powers to deal with public safety concerns regarding drones, I will work with Chairman Thune to address this and other issues in the conference committee once the House has acted.",,1,1,0,0,,0,114,938,1,0,0,6/9/16,43,1,{u'REFERENCE': -1},0,0,0,-1.0578853349311337,,,,1,394,1.0578853349311337
0,0,,1,,,1,0,369,Ruppersberger,,,,0,,25d1186adf600676a592de2c08b60cbb,,C.,0,1,,"CONFERENCE REPORT ON H.R. 1588, NATIONAL DEFENSE AUTHORIZATION ACT FOR 
  FISCAL YEAR 2004",,,,MARYLAND,,,The Authorization also contains additional funding for the Shadow 200 Unmanned Aerial Vehicle. This vehicle which is again built in my district played a vital role in Iraq in providing our troops with an aerial view of the battlefield to give our troops a tactical advantage. Because of the success of this vehicle the National Guard is now interested in the unit and has requested funding for it.,,1,0,0,0,,0,108,423,0,0,0,11/7/03,,1,{},0,0,0,,,,0,0,,
0,0,,1,,0,1,0,27,GRAHAM,,,10,0,-0.161,5c13f60e61191c84f86a73dddc71baa5,0.409,Lindsey,0,1,29566,EXECUTIVE SESSION,,,,SOUTH C,8,,So to suggest that the President won't answer that question somehow legitimizes that the drone program is going to result in being used against anybody in this room having a cup of coffee cheapens the debate and is something not worthy of the time it takes to answer.,,0,0,0,0,,0,113,667,0,0,0,3/7/13,48,0,{},0,0,0,-0.19178228896757646,,,0,0,513,0.19178228896757646
1,0,,0,,,,0,8,,,,,0,,c7182e8c6d3f85386983a713263a5887,,,0,,,DUNCAN HUNTER NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2009,,0,,,,,"(a) Contracting Restricted.--For fiscal year 2009 and any fiscal year thereafter, the Secretary of Defense and the Secretary of the Army may not award a contract for low-rate initial production or full-rate production of major elements of the Future Combat Systems program to any entity that is under contract to perform the role of lead systems integrator for the Future Combat Systems program. (b) Inapplicability to Non-Line of Sight Cannon.-- Subsection (a) does not apply to contracts entered into in fiscal year 2009 or fiscal year 2010 for procurement of Non- Line of Sight Cannon vehicles. (c) Inapplicability to Equipment Procured Through Selected Acquisition Methods.--Subsection (a) does not apply to elements of the Future Combat Systems program-- (1) acquired through the Army Rapid Equipping Force program; (2) acquired through the Joint Improved Explosive Device Defeat Organization; or (3) acquired specifically to address an Operational Needs Statement or Joint Urgent Operational Needs Statement. (d) Definitions.--In this section: (1) The term ``major elements of the Future Combat Systems program'' includes-- (A) Future Combat Systems Manned Ground Vehicles; (B) Future Combat Systems Unmanned Ground Vehicles; (C) Future Combat Systems Unmanned Aerial Vehicles; (D) Future Combat Systems Non-Line of Sight Missile Launchers; (E) Future Combat Systems Unattended Ground Sensors; and (F) Future Combat Systems equipment to upgrade vehicles and other equipment in the Army inventory as of October 1, 2008. (2) The term ``lead systems integrator'' has the meaning given such term in section 802(d) of the National Defense Authorization Act for Fiscal Year 2008 (Public Law 110-181).",0,,0,0,0,,0,110,,0,0,0,5/22/08,,,{u'FINANCE': 0},0,0,1,,,,,0,,
